2.474053 0.928631 7.559743  0.310262 0.413621
10.314753 1.168753 66.605881  9.525112 9.939685
22.690525 -4.127761 59.026264  10.250360 10.664530 9.939685
18.292938 -2.818398 61.309711  9.525112 10.250360 10.664530 9.939685
18.510118 -3.440778 62.017239  9.525112 9.939685
17.333120 -3.205507 63.503128  10.250360 9.939685
20.637133 -4.601816 61.130238  9.525112 9.939685
18.547674 -3.246242 59.940079  10.250360 10.664530 9.939685
22.112303 -4.438462 59.793736  10.250360 10.664530 9.939685
22.192568 -4.374388 60.550610  10.250360 10.664530 9.939685
16.509787 -3.986458 63.547871  9.525112 9.939685
27.484095 0.241193 52.110329  10.250360 10.664530 11.077200 9.939685
34.904102 -0.211956 51.903461  10.250360 10.664530 11.799490 11.385900 11.077200 9.939685
51.214848 -2.642841 48.237473  10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 13.244210 13.554880 13.864670 14.175050 12.727430 9.939685
26.328299 0.433491 54.137508  10.250360 10.664530 11.385900 11.077200 9.939685
59.606758 -8.174984 47.103081  10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 13.244210 13.554880 13.864670 14.175050 12.727430 9.939685
5483.832031 -1297.426880 -18.330404  10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 13.244210 13.554880 13.864670 14.588970 15.106400 15.520220 14.175050 12.727430 9.939685
108.075073 -14.634933 56.425831  10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 13.244210 13.554880 13.864670 14.588970 14.175050 9.939685
99.883713 -12.023581 61.120106  9.525112 10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 13.244210 13.554880 13.864670 14.588970 15.106400 15.520220 16.039410 16.554450 17.175580 17.693880 18.830950 19.452110 18.209790 14.175050 12.727430 9.939685
72.781464 -7.408260 51.468414  10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 12.727430 9.939685
34.016529 -0.501511 63.040565  9.525112 10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 9.939685
58.419353 -2.076685 62.535400  10.250360 10.664530 11.799490 11.385900 11.077200 13.244210 13.864670 14.588970 14.175050 12.727430 9.939685
13.640187 0.992888 57.239883  9.525112 10.250360 9.939685
11.471948 1.078398 57.514515  9.525112 9.939685
22.287439 0.275548 62.183960  9.525112 10.250360 10.664530 11.385900 11.077200 9.939685
14.757494 0.903463 60.904976  10.664530 9.939685
36.086365 -3.602723 63.822639  10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 12.727430 9.939685
53.488892 -7.130565 62.526676  9.525112 10.664530 11.077200 9.939685
20.701702 -2.587150 60.807892  10.250360 10.664530 11.077200 9.939685
18.207712 -2.513595 60.863136  10.250360 11.077200 9.939685
14.867341 0.926326 61.688820  9.525112 9.939685
15.120975 0.941775 64.542908  8.074250 10.250360 9.939685
22.431868 -0.347046 72.667229  7.038067 6.105870 7.141701 7.353300 6.524037 9.525112 10.250360 9.939685
10.355657 1.153055 62.900146  9.525112 10.250360 9.939685
11.713517 1.045998 62.415188  9.525112 10.250360 9.939685
16.466038 -3.347621 64.284325  10.250360 9.939685
56.646923 -3.208251 86.308395  9.525112 10.250360 11.799490 11.385900 11.077200 9.939685
16.067619 0.696404 71.554405  6.727294 6.105870 7.141701 9.525112 10.250360 9.939685
25.853935 -1.013685 87.197914  6.727294 9.525112 10.250360 9.939685
23.096457 -1.821696 85.780464  7.038067 7.141701 9.939685
38.106190 -4.017807 98.894363  6.727294 6.105870 6.524037 9.939685
25.288061 -2.868960 93.504646  6.727294 9.525112 9.939685
12.517663 1.040584 56.138607  9.525112 9.939685
21.446215 -2.512859 60.075031  9.525112 10.250360 10.664530 9.939685
21.746393 -3.050268 59.777607  9.525112 11.077200 9.939685
17.446142 -2.691723 61.986813  10.664530 9.939685
20.781435 -4.476622 61.320267  10.250360 9.939685
19.761387 -4.675351 61.769997  9.525112 9.939685
17.331490 -3.086834 63.367962  10.250360 9.939685
36.300392 -0.219397 51.727890  10.250360 10.664530 11.385900 11.077200 9.939685
25.998247 0.224090 51.821365  11.799490 11.385900 9.939685
51.057999 -2.630665 48.264172  10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 13.244210 13.554880 13.864670 12.727430 9.939685
49.452843 -2.358285 52.420109  10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 13.244210 13.554880 13.864670 12.727430 9.939685
58.235310 -6.089910 45.156620  11.799490 11.385900 11.077200 12.211190 13.244210 13.554880 13.864670 14.588970 14.175050 12.727430 9.939685
134.983444 -21.708755 63.917610  9.525112 10.250360 10.664530 11.385900 11.077200 13.244210 13.554880 13.864670 12.727430 9.939685
1086.772461 -256.533020 75.445541  10.250360 12.211190 13.244210 13.554880 13.864670 14.588970 15.520220 16.554450 14.175050 12.727430 9.939685
69.605461 -7.093189 51.667675  10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 14.588970 9.939685
52.176655 -2.200204 64.442070  12.211190 13.244210 13.864670 14.175050 9.939685
38.360645 -1.695095 64.868660  9.525112 10.250360 10.664530 11.799490 11.385900 11.077200 9.939685
26.726175 -0.793208 57.469421  9.525112 9.939685
12.841210 0.999260 56.578720  9.525112 9.939685
13.058548 1.003016 56.736237  9.525112 9.939685
18.550316 0.525245 61.906876  10.664530 9.939685
12.621863 1.068795 59.445446  9.525112 10.250360 9.939685
138.101395 -24.685358 68.491211  10.664530 11.077200 9.939685
36.105686 -3.603556 63.850571  10.250360 10.664530 11.799490 11.385900 11.077200 13.244210 9.939685
80.800201 -4.724883 67.774872  9.525112 10.250360 10.664530 11.385900 11.077200 12.211190 13.244210 13.554880 13.864670 14.588970 15.106400 14.175050 12.727430 9.939685
109.386429 -13.911776 68.234619  10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 13.244210 13.554880 13.864670 14.588970 15.106400 15.520220 16.039410 17.175580 17.693880 18.830950 18.209790 14.175050 12.727430 9.939685
20.918766 -2.632560 60.885941  9.525112 10.250360 10.664530 11.385900 9.939685
18.182966 -2.521919 60.850452  9.525112 10.250360 10.664530 11.077200 9.939685
14.791864 0.571813 63.891739  10.250360 10.664530 9.939685
15.915917 0.414106 62.544334  9.525112 10.250360 10.664530 9.939685
11.601461 1.193073 59.437851  9.525112 9.939685
16.250885 0.763220 61.762329  10.250360 10.664530 9.939685
14.051830 0.994483 61.953560  8.074250 9.525112 10.250360 9.939685
15.986783 0.949731 68.216934  9.525112 9.939685
16.220526 0.742496 69.661781  10.250360 9.939685
11.110127 1.051000 61.444695  10.250360 9.939685
11.833842 1.062380 62.528557  9.525112 9.939685
52.400600 -2.952471 83.805092  9.525112 10.250360 9.939685
17.536255 0.593757 77.626472  7.038067 6.105870 7.141701 8.074250 6.524037 9.525112 9.939685
18.282776 0.385128 82.717461  6.727294 7.038067 6.105870 7.141701 8.074250 6.524037 9.525112 9.939685
19.986210 -5.087035 77.925529  9.525112 9.939685
20.056723 -0.808055 91.761253  6.727294 7.038067 9.939685
35.687958 -3.566981 63.737320  10.250360 10.664530 12.211190 12.727430 9.939685
22.242340 -2.799579 59.998764  10.250360 10.664530 9.939685
17.183310 -2.391080 62.713337  10.250360 10.664530 9.939685
27.763632 -2.913415 97.924713  6.105870 6.524037 9.939685
17.775400 -3.645170 63.450657  9.525112 10.250360 9.939685
17.148991 -2.817487 63.266788  8.074250 9.525112 10.250360 10.664530 9.939685
29.564545 -8.362545 100.402206  7.038067 6.105870 7.141701 8.074250 7.353300 9.525112 9.939685
27.366911 -3.263187 89.465088  6.105870 10.250360 9.939685
18.662186 -2.589809 60.449699  10.250360 10.664530 9.939685
66.867455 -9.412957 43.276314  10.250360 10.664530 9.939685
16.079660 0.528042 75.228157  6.105870 6.524037 9.939685
26.375326 0.173294 50.937160  10.250360 10.664530 11.385900 11.077200 9.939685
31.997265 -1.804531 50.369392  10.250360 10.664530 11.799490 11.077200 9.939685
15.575809 0.827494 62.113724  10.664530 9.939685
1344.630371 -314.755432 119.113983  10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 13.244210 13.554880 13.864670 14.588970 15.106400 15.520220 16.039410 19.866980 14.175050 12.727430 9.939685
16.735764 -3.424937 64.487663  10.250360 9.939685
15.038324 0.935029 64.479828  8.074250 9.525112 10.250360 9.939685
14.192606 0.785466 63.710213  10.250360 9.939685
103.816002 -22.768726 42.328159  10.250360 11.077200 9.939685
16.695337 0.701078 72.369110  4.760815 6.727294 7.038067 7.141701 6.524037 9.525112 10.250360 9.939685
15.005729 0.860666 67.265732  7.038067 9.525112 10.250360 9.939685
118.699890 -20.993898 66.094688  9.525112 10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 9.939685
71.945351 -16.335751 66.415215  9.525112 9.939685
14.886043 0.986842 59.615280  10.250360 9.939685
33.592159 -2.726323 64.150719  10.250360 10.664530 11.077200 9.939685
21.104633 -2.674785 60.957638  9.525112 10.250360 10.664530 9.939685
13.307199 0.984356 57.233349  9.525112 9.939685
38.747543 -0.235145 51.524494  10.250360 10.664530 11.385900 11.077200 9.939685
51.292713 -2.819204 50.316551  10.250360 10.664530 11.385900 12.211190 13.244210 13.554880 13.864670 14.588970 14.175050 12.727430 9.939685
57.309765 -2.304775 65.497902  11.385900 11.077200 12.211190 9.939685
15.138806 0.637519 62.444035  10.250360 10.664530 9.939685
19.424385 0.415058 62.135212  10.250360 9.939685
16.797466 0.603265 61.829819  9.525112 10.250360 10.664530 9.939685
28.472975 0.267443 55.827114  9.525112 9.939685
44.828350 -4.098419 72.002373  9.525112 10.250360 10.664530 11.077200 12.727430 9.939685
91.871208 -8.825181 59.813885  9.525112 10.664530 11.799490 11.385900 11.077200 12.211190 13.244210 13.554880 13.864670 14.588970 15.106400 15.520220 16.039410 16.554450 17.175580 17.693880 18.209790 14.175050 12.727430 9.939685
107.230919 -12.602365 61.377808  9.525112 10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 13.244210 13.554880 13.864670 14.588970 15.106400 15.520220 16.039410 16.554450 17.175580 14.175050 12.727430 9.939685
18.432249 -2.848790 61.392918  9.525112 10.250360 10.664530 9.939685
17.521851 -2.704316 62.008358  9.525112 10.664530 9.939685
39.147076 -3.332502 62.811474  10.250360 10.664530 9.939685
24.133512 -2.503497 86.872429  7.038067 7.141701 7.353300 9.525112 9.939685
21.451101 -3.854677 60.108540  9.525112 10.664530 9.939685
23.846638 -4.890362 59.945347  9.525112 9.939685
12.842164 0.969945 56.739609  10.250360 9.939685
18.813169 -2.632197 60.495960  10.250360 10.664530 9.939685
18.055504 -2.816488 59.704479  9.525112 10.664530 9.939685
61.256916 -7.943555 51.280937  10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 13.244210 13.554880 13.864670 14.175050 12.727430 9.939685
16.244234 0.496832 74.689377  6.727294 6.524037 9.939685
22.679983 -0.153128 70.634254  8.074250 10.250360 10.664530 9.939685
53.341305 -2.797986 47.926411  10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 12.727430 9.939685
13.075365 1.124520 59.650967  9.525112 9.939685
25.745672 -0.339848 80.106918  6.727294 7.038067 10.250360 9.939685
530.119019 -121.967880 80.268524  10.250360 10.664530 11.799490 11.385900 11.077200 13.244210 13.554880 13.864670 15.106400 12.727430 9.939685
43.642860 -3.801758 95.764893  6.727294 7.038067 7.141701 8.074250 7.353300 10.250360 9.939685
83.509666 -18.096466 45.178539  10.250360 11.077200 9.939685
16.055586 0.651343 71.598969  9.525112 10.250360 9.939685
21.451340 -0.425839 76.008942  7.038067 8.074250 9.525112 9.939685
20.698912 0.694883 60.096455  10.250360 9.939685
43.457176 -1.867817 66.415398  9.525112 10.664530 11.077200 12.211190 12.727430 9.939685
50.027592 -1.585918 52.197006  10.664530 11.799490 11.385900 11.077200 12.211190 13.244210 12.727430 9.939685
33.499386 -2.683958 64.150673  9.525112 10.250360 10.664530 11.077200 9.939685
44.764759 -3.819283 71.114159  9.525112 10.250360 10.664530 11.077200 13.244210 9.939685
42.943142 -0.868292 51.412571  11.799490 11.385900 11.077200 12.211190 12.727430 9.939685
559.438293 -127.778969 117.994850  10.250360 11.799490 11.385900 11.077200 12.211190 13.244210 14.588970 15.106400 16.039410 14.175050 12.727430 9.939685
70.855560 -15.714327 66.096001  10.250360 10.664530 9.939685
25.386061 -2.011398 89.515770  8.074250 6.524037 9.939685
23.966949 -2.682370 83.255669  7.141701 7.353300 9.525112 9.939685
24.425365 -2.281999 87.565651  6.727294 7.038067 7.141701 7.353300 9.525112 9.939685
38.530918 -1.563503 65.718567  9.525112 10.250360 11.385900 11.077200 9.939685
19.642801 -5.091228 81.742058  9.525112 9.939685
17.958374 -2.769724 61.203197  9.525112 10.250360 9.939685
17.558323 -2.963116 62.129154  10.250360 9.939685
21.835447 -2.237229 92.183212  6.727294 7.141701 9.939685
23.979109 -0.872038 55.890827  10.250360 10.664530 9.939685
71.312294 -5.033483 58.058990  10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 13.244210 13.554880 13.864670 14.588970 15.106400 15.520220 14.175050 9.939685
36.508366 -3.659088 64.016769  9.525112 10.250360 10.664530 11.077200 9.939685
21.833235 -3.092150 59.814922  10.250360 10.664530 11.077200 9.939685
17.456165 -3.686713 63.340511  9.525112 9.939685
61.613785 -8.616978 46.863525  10.250360 10.664530 11.799490 12.211190 13.244210 9.939685
67.702225 -4.149455 65.651123  9.525112 10.250360 10.664530 11.385900 11.077200 9.939685
183.771667 -23.971451 77.465454  10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 9.939685
68.757011 -6.948270 51.768665  10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 13.244210 13.554880 13.864670 14.175050 12.727430 9.939685
98.314713 -12.496511 56.494270  10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 13.244210 13.554880 14.175050 12.727430 9.939685
45.639114 -3.910919 71.450142  10.250360 10.664530 9.939685
20.979107 -2.651173 60.904388  9.525112 9.939685
335.499207 -61.935352 86.434639  9.525112 10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 16.039410 17.175580 9.939685
47.642323 -1.637260 53.884361  11.799490 11.077200 12.211190 13.244210 13.554880 12.727430 9.939685
24.472298 -0.634995 81.969063  6.727294 7.038067 7.141701 7.353300 6.524037 9.525112 9.939685
21.288980 -3.012887 59.651554  9.525112 10.250360 10.664530 9.939685
22.602432 -4.336974 60.246449  9.525112 10.250360 9.939685
20.659830 0.019028 63.767059  9.525112 10.250360 10.664530 9.939685
25.427547 -1.413319 97.400757  6.105870 9.939685
24.177301 -0.012581 61.793461  10.250360 10.664530 9.939685
39.468472 -1.610571 65.988045  9.525112 10.664530 11.077200 9.939685
52.780022 -2.994070 84.404114  9.525112 10.250360 9.939685
19.228628 -2.535813 60.143482  9.525112 10.250360 9.939685
40.133492 -0.313670 51.475288  10.250360 10.664530 9.939685
48.360970 -1.298488 51.743111  10.250360 10.664530 11.799490 11.077200 9.939685
53.213181 -1.852563 64.664978  9.525112 10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 12.727430 9.939685
42.495132 -1.884324 66.082657  9.525112 10.250360 10.664530 11.799490 11.385900 11.077200 9.939685
24.408504 -0.765214 57.187744  9.525112 10.250360 9.939685
15.566333 -1.863340 63.774231  8.074250 9.525112 10.250360 10.664530 9.939685
22.293957 -0.410449 72.428452  9.525112 10.250360 9.939685
21.483576 -0.370952 72.450302  9.525112 10.250360 9.939685
114.070984 -16.357584 53.796242  10.664530 11.799490 11.385900 11.077200 12.211190 13.244210 13.554880 13.864670 15.520220 17.693880 14.175050 9.939685
48.690689 -3.293808 47.526127  10.250360 12.211190 9.939685
27.043360 0.234765 52.188560  10.250360 10.664530 11.077200 9.939685
15.745895 0.913784 68.082954  4.760815 5.174268 6.105870 7.141701 8.074250 6.524037 10.250360 9.939685
17.058016 0.729303 61.105389  9.525112 10.250360 9.939685
26.299765 -0.514324 81.827553  7.038067 7.141701 7.353300 6.524037 10.250360 9.939685
23.289087 -0.577517 80.390366  6.727294 7.038067 6.105870 7.141701 6.524037 9.525112 9.939685
82.863953 -5.903030 55.928341  10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 13.244210 13.554880 14.588970 14.175050 12.727430 9.939685
66.697083 -8.803082 50.770294  10.250360 10.664530 11.799490 11.385900 11.077200 12.727430 9.939685
29.990246 -0.024507 54.349857  10.250360 10.664530 11.385900 11.077200 9.939685
28.452394 0.075532 55.892757  10.250360 9.939685
41.640400 -3.753211 70.613525  9.525112 10.250360 10.664530 11.799490 11.385900 11.077200 12.211190 12.727430 9.939685
29.348452 -3.271559 98.641541  6.524037 9.525112 9.939685
20.765491 -0.236160 64.014717  9.525112 10.250360 9.939685
77.211731 -5.488654 58.474888  10.250360 10.664530 11.077200 12.211190 13.244210 12.727430 9.939685
103.116867 -12.566812 64.212479  10.250360 10.664530 11.385900 11.077200 12.211190 13.554880 13.864670 14.175050 9.939685
31.416309 -1.137992 55.983829  9.525112 10.250360 10.664530 9.939685
22.182709 -0.775786 57.049786  9.525112 9.939685
26.917234 -6.831151 95.671432  6.727294 7.141701 9.525112 9.939685
45.857407 -3.960964 63.601891  10.250360 9.939685
21.174641 -3.005428 59.609627  9.525112 9.939685
17.581171 -2.913365 60.726326  9.525112 9.939685
48.621067 -2.770796 81.918030  9.525112 10.250360 9.939685
44.912018 -1.728673 71.394714  9.525112 10.250360 10.664530 9.939685
15.439682 -1.827230 63.673965  8.074250 10.250360 9.939685
36.913063 -3.662847 97.832405  6.727294 7.038067 6.524037 9.939685
10.685047 1.381201 66.023430  9.525112 9.939685
72.770500 -4.371651 66.190292  10.250360 10.664530 11.385900 11.077200 12.211190 9.939685
98.742867 -9.532457 60.928986  11.799490 11.077200 12.211190 13.554880 14.588970 15.106400 15.520220 16.039410 16.554450 17.175580 17.693880 18.209790 14.175050 12.727430
113.254395 -15.337070 63.912846  10.664530 11.385900 11.077200 12.211190 13.244210 13.554880 15.106400 17.175580 18.209790 12.727430
110.246719 -14.927667 65.144524  14.588970 16.039410 16.554450 18.830950 19.452110 18.209790 12.727430
35.837093 -4.348959 63.607147  13.244210 12.727430
41.609104 -2.005743 65.674294  13.244210 13.554880 13.864670 12.727430
106.125839 -15.820395 62.967636  12.211190 13.554880 13.864670 15.106400 15.520220 17.693880 18.209790 14.175050 12.727430
109.377861 -15.976573 65.969032  11.799490 11.385900 13.244210 14.588970 15.106400 15.520220 16.039410 16.554450 17.175580 18.209790 14.175050 12.727430
37.894321 -5.147727 62.579052  13.244210 12.727430
48.792549 -3.020275 64.526337  13.244210 13.554880 12.727430
49.050369 -3.414885 64.985809  13.244210 13.864670 14.588970 15.106400 12.727430
93.856400 -8.903007 59.228401  13.244210 13.864670 14.588970 15.106400 15.520220 16.039410 16.554450 17.175580 17.693880 19.866980 14.175050 12.727430
95.326118 -11.452959 59.726589  12.211190 13.554880 13.864670 14.588970 16.554450 17.175580 18.830950 19.452110 18.209790 14.175050 12.727430
37.601582 -3.860961 62.138683  13.244210 12.727430
