-0.198309 1.527699 10.382841  0.311075 0.414692
78.513893 -11.144044 202.060059  26.544050 26.958500 28.409630 29.549760 30.483050 31.001380 24.471000 27.684070
76.509094 -10.287156 207.964294  23.537560 26.544050 26.958500 27.373230 29.549760 29.964620 22.289170 24.471000 25.196320 25.507250 26.129230 24.885470 23.017610 27.684070
65.251366 -2.219266 141.616806  26.544050 26.958500 27.373230 25.507250 25.818220 26.129230 27.684070
82.798859 -7.543036 160.375122  26.544050 26.958500 27.684070
67.195641 -3.615706 179.787613  26.544050 26.958500 27.373230 28.722280 29.031560 29.549760 25.196320 25.507250 25.818220 26.129230 27.684070
62.369858 -2.608337 141.837143  26.544050 26.958500 27.373230 27.684070
69.382553 -2.736404 132.986053  27.373230 27.684070
78.429840 -4.550988 145.456802  26.958500 27.373230 27.684070
78.281273 -5.557778 146.294052  26.958500 27.373230 26.129230 27.684070
62.448971 -1.715754 141.888824  27.373230 27.684070
61.896992 -4.749275 138.899887  26.544050 26.958500 27.373230 25.196320 25.818220 26.129230 27.684070
68.075386 -2.654398 133.332504  27.373230 27.684070
68.516899 -2.813101 134.129791  26.958500 27.684070
81.240150 -5.669811 142.991714  26.958500 27.373230 27.684070
69.196678 -3.186827 134.284805  26.544050 27.684070
78.272659 -11.206986 225.788803  26.544050 27.373230 21.770100 22.289170 24.471000 25.507250 25.818220 26.129230 24.885470 27.684070
71.243690 -2.256803 153.529465  26.544050 26.958500 27.373230 28.409630 28.722280 27.684070
79.680504 -8.575480 150.807709  23.537560 26.544050 27.373230 24.056420 25.818220 27.684070
61.980347 -4.855169 140.733093  26.958500 27.373230 27.684070
68.255394 -2.664752 133.855881  27.373230 27.684070
61.794991 -3.298368 139.028595  26.544050 27.373230 27.684070
81.634094 -13.883641 181.050781  26.958500 25.818220 23.017610 27.684070
80.990341 -14.370340 189.863205  26.544050 26.958500 27.373230 28.722280 24.056420 24.471000 25.196320 25.507250 25.818220 26.129230 24.885470 23.017610 27.684070
66.456039 -1.929615 145.505569  26.958500 27.373230 27.684070
80.502167 -7.600092 160.557022  23.537560 26.544050 26.958500 27.373230 28.722280 24.056420 24.471000 25.196320 25.507250 25.818220 26.129230 24.885470 27.684070
67.068817 -2.781602 148.960556  26.544050 26.958500 26.129230 27.684070
78.571541 -5.571190 145.126480  24.471000 25.507250 27.684070
62.064075 -3.320510 141.346024  26.958500 27.373230 27.684070
64.829544 -1.711612 140.173752  26.544050 27.373230 24.471000 25.196320 25.507250 25.818220 24.885470 27.684070
80.158997 -5.405070 161.458298  23.537560 28.409630 29.549760 21.355440 24.056420 25.196320 24.885470 27.684070
69.632011 -2.819664 133.785721  26.958500 27.373230 27.684070
69.558472 -2.840114 133.809967  27.373230 27.684070
62.017456 -2.150245 139.616577  26.544050 26.958500 27.373230 25.818220 26.129230 27.684070
64.527657 -1.611427 139.766464  27.373230 27.684070
62.434540 -1.735758 141.933014  26.958500 27.373230 27.684070
61.808922 -4.808271 139.152573  26.958500 27.684070
61.993694 -4.855303 140.690765  26.958500 27.373230 27.684070
68.923325 -2.627629 137.035797  27.373230 27.684070
68.206589 -2.708318 133.981323  27.373230 27.684070
63.531464 -3.907133 148.737274  27.373230 27.684070
64.367973 -7.482072 153.217911  26.958500 27.373230 27.684070
80.136200 -11.271104 174.542252  23.537560 26.544050 27.373230 22.289170 24.056420 24.471000 25.196320 25.507250 25.818220 26.129230 24.885470 23.017610 27.684070
61.797729 -3.310993 139.077103  26.958500 27.373230 27.684070
67.602676 -2.959813 150.226685  23.537560 27.373230 21.770100 22.289170 24.056420 24.471000 25.507250 25.818220 26.129230 24.885470 23.017610 27.684070
64.946724 -2.187347 142.062149  26.544050 26.958500 27.373230 25.507250 26.129230 27.684070
83.828522 -9.519422 161.959457  27.373230 27.684070
63.634350 -6.450183 150.037964  26.958500 27.373230 27.684070
81.829109 -5.706099 143.449356  27.373230 27.684070
69.436546 -2.733171 133.034409  26.544050 26.958500 25.507250 25.818220 26.129230 27.684070
82.388008 -8.946029 159.245361  26.544050 26.958500 27.373230 26.129230 27.684070
61.943420 -3.856172 140.370712  27.373230 27.684070
81.609879 -9.358078 161.414749  26.544050 26.958500 27.373230 24.471000 25.507250 25.818220 27.684070
79.473549 -9.064534 160.133942  26.544050 26.958500 27.373230 24.056420 24.471000 25.196320 25.507250 25.818220 26.129230 24.885470 23.017610 27.684070
82.146774 -7.147511 161.102631  26.544050 26.958500 27.373230 25.818220 27.684070
64.506691 -2.264194 142.018341  27.373230 27.684070
64.626251 -2.502676 141.906067  26.544050 26.958500 27.373230 26.129230 27.684070
63.697533 -2.243535 148.462219  26.958500 27.373230 27.684070
62.419720 -1.728144 141.954865  26.958500 27.373230 27.684070
64.241570 -1.975640 142.997620  26.544050 26.958500 27.373230 25.196320 25.507250 25.818220 26.129230 24.885470 27.684070
63.786377 -1.729738 143.818588  26.544050 26.958500 27.373230 25.818220 26.129230 27.684070
62.424614 -2.401637 142.057556  26.958500 27.373230 27.684070
79.301224 -4.917037 143.413757  26.544050 26.958500 25.507250 25.818220 26.129230 27.684070
80.809891 -5.599450 155.911163  26.544050 26.958500 27.373230 28.409630 26.129230 27.684070
62.893509 -2.210262 144.442978  26.544050 26.958500 27.373230 25.818220 26.129230 27.684070
79.848801 -7.608441 151.903809  26.958500 27.373230 26.129230 27.684070
80.693695 -8.434448 155.747635  26.544050 26.958500 27.373230 26.129230 27.684070
69.647736 -2.817347 133.831421  26.958500 27.684070
62.028603 -2.131229 140.278366  27.373230 27.684070
65.022064 -1.749471 141.258591  26.958500 27.373230 27.684070
64.949493 -2.206551 141.800964  23.537560 26.544050 26.958500 24.056420 25.196320 25.507250 25.818220 26.129230 24.885470 23.017610 27.684070
68.941010 -2.615604 137.080307  27.373230 27.684070
68.765251 -3.120568 135.474808  26.958500 27.373230 27.684070
83.382362 -16.506758 211.172699  23.537560 26.544050 26.958500 27.373230 28.722280 21.355440 21.770100 22.289170 24.056420 24.471000 25.507250 25.818220 26.129230 24.885470 23.017610 27.684070
69.827362 -3.143811 134.654022  26.958500 27.684070
72.027061 -3.137304 147.930923  26.544050 26.958500 27.373230 27.684070
79.827812 -6.830230 160.903763  23.537560 26.544050 26.958500 27.373230 24.056420 24.471000 25.196320 25.507250 25.818220 26.129230 24.885470 23.017610 27.684070
61.801228 -3.283510 139.020142  26.544050 26.958500 27.373230 27.684070
68.197716 -2.702979 133.933456  27.373230 27.684070
68.496216 -2.713851 134.511093  26.544050 26.958500 27.373230 26.129230 27.684070
75.387032 -7.299189 164.424423  21.355440 21.770100 22.289170 24.471000 25.196320 23.017610 27.684070
81.119751 -11.815310 177.726059  23.537560 26.544050 21.355440 22.289170 24.056420 24.471000 25.818220 26.129230 24.885470 23.017610 27.684070
64.686005 -2.695913 142.844269  27.373230 27.684070
64.570572 -5.328720 154.043777  26.544050 25.507250 25.818220 26.129230 27.684070
62.070633 -3.338177 141.251221  26.958500 27.373230 27.684070
76.818771 -4.541634 161.260788  24.056420 24.471000 25.196320 25.507250 25.818220 24.885470 27.684070
75.120224 -5.666117 161.622894  26.958500 27.373230 21.355440 22.289170 24.885470 23.017610 27.684070
78.931992 -4.663480 146.171967  26.958500 27.373230 27.684070
80.158737 -14.009201 184.068314  26.544050 26.958500 27.373230 21.355440 21.770100 25.507250 25.818220 24.885470 23.017610
80.467514 -14.831079 195.548309  23.537560 24.056420 25.507250 23.017610
81.272057 -16.721121 181.219635  23.537560 26.544050 26.958500 24.056420 24.471000 25.196320 25.507250 25.818220 26.129230 24.885470 23.017610
75.488098 -7.949255 132.157974  24.471000 25.196320 25.507250 24.885470 23.017610
80.829697 -11.435292 146.387344  21.770100 22.289170 24.056420 24.471000 25.196320 25.507250 24.885470 23.017610
62.379589 -10.359483 142.222382  23.537560 24.056420 23.017610
61.647938 -10.670420 139.928802  23.537560 23.017610
81.334053 -12.289414 158.753403  23.537560 26.544050 24.471000 25.196320 25.507250 25.818220 24.885470 23.017610
81.436195 -14.752348 165.850967  22.289170 24.056420 24.471000 25.196320 25.507250 25.818220 23.017610
76.403107 -10.016400 130.037613  23.537560 24.056420 24.471000 23.017610
82.702393 -13.659601 144.346283  23.537560 24.056420 24.471000 23.017610
63.906761 -1.534876 121.141708  23.537560 24.056420 24.471000 25.196320 25.507250 24.885470 23.017610
71.296349 -2.120836 147.733917  21.355440 21.770100 24.056420 25.507250 24.885470 23.017610
65.444992 -2.581270 117.144890  23.537560 24.056420 24.471000 23.017610
65.167320 -2.567075 116.538193  24.056420 24.471000 23.017610
76.454491 -4.052341 135.816864  22.289170 24.471000 25.196320 25.818220 24.885470 23.017610
76.082642 -5.236641 134.839691  24.056420 24.471000 25.196320 25.507250 25.818220 26.129230 24.885470 23.017610
80.175560 -11.989884 164.283051  23.537560 26.544050 26.958500 27.373230 24.056420 24.471000 25.196320 25.507250 25.818220 26.129230 24.885470 23.017610
80.605431 -12.430249 176.911713  26.544050 27.373230 28.409630 22.289170 24.471000 25.196320 25.818220 26.129230 24.885470 23.017610
79.844009 -7.598737 164.467682  26.544050 27.373230 21.355440 21.770100 24.056420 25.196320 25.507250 25.818220 26.129230 23.017610
77.473579 -7.172832 165.291595  23.537560 27.373230 24.056420 24.471000 25.196320 25.507250 25.818220 26.129230 24.885470 23.017610
61.802113 -1.530606 123.034470  23.537560 24.056420 24.471000 25.507250 24.885470 23.017610
60.510040 -1.547747 116.600571  23.537560 24.056420 24.471000 24.885470 23.017610
64.852852 -2.065246 117.300827  23.537560 24.056420 25.196320 24.885470 23.017610
64.536308 -2.364526 117.525192  24.056420 24.471000 25.196320 25.507250 24.885470 23.017610
64.900528 -2.602067 120.517258  23.537560 24.056420 23.017610
61.013378 -7.450117 135.701248  23.537560 24.056420 24.471000 25.196320 25.507250 24.885470 23.017610
63.210339 -10.559336 147.362457  23.537560 24.056420 24.471000 25.196320 24.885470 23.017610
61.159512 -7.887677 133.240936  24.056420 24.885470 23.017610
65.651718 -2.564960 142.435608  26.544050 26.958500 24.471000 25.196320 25.507250 25.818220 26.129230 24.885470 23.017610
74.045746 -5.650599 206.430435  26.958500 33.593560 25.507250 25.818220 26.129230 24.885470 23.017610
72.634140 -3.241533 161.538879  26.544050 28.722280 21.770100 22.289170 25.507250 26.129230 23.017610
68.461578 -3.665156 111.433434  23.537560 24.056420 23.017610
71.125038 -2.746691 146.960480  28.409630 24.056420 24.471000 25.196320 24.885470 23.017610
72.260002 -3.432436 157.148529  23.537560 26.544050 26.958500 27.373230 24.471000 25.196320 25.507250 25.818220 26.129230 23.017610
74.786133 -4.766291 157.049576  23.537560 26.544050 26.958500 28.409630 28.722280 29.031560 29.549760 24.056420 24.471000 25.196320 25.507250 25.818220 26.129230 24.885470 23.017610
66.898514 -2.599143 114.162399  23.537560 24.056420 23.017610
62.666374 -1.438817 107.630165  23.537560 23.017610
77.138969 -10.490068 135.739075  23.537560 21.355440 22.289170 24.056420 24.471000 23.017610
75.896446 -7.965432 126.754913  23.537560 24.056420 24.471000 24.885470 23.017610
74.696312 -5.196450 128.514603  23.537560 24.056420 24.471000 23.017610
86.030594 -16.833492 164.441330  23.537560 24.056420 24.471000 23.017610
83.057144 -17.105789 166.359131  23.537560 22.289170 24.056420 24.471000 25.196320 24.885470 23.017610
78.987503 -8.535109 145.713654  23.537560 26.544050 26.958500 24.056420 24.471000 25.196320 25.507250 25.818220 26.129230 24.885470 23.017610
59.323040 -1.324755 108.465134  23.537560 23.017610
56.122601 -1.721892 112.653847  23.537560 24.056420 23.017610
57.302349 -1.249272 107.169357  23.537560 23.017610
55.502789 -4.172596 110.535515  23.537560 24.056420 23.017610
55.776073 -5.797094 111.386925  22.289170 23.017610
57.744495 -5.917737 119.964439  23.537560 24.056420 24.471000 23.017610
57.000973 -6.084610 118.382698  23.537560 24.056420 23.017610
56.782810 -5.876839 115.879669  23.537560 23.017610
56.013210 -2.943234 113.268394  23.537560 24.056420 24.471000 23.017610
56.081768 -4.259212 113.104591  23.537560 24.056420 23.017610
56.863331 -4.263053 115.906296  23.537560 24.056420 24.471000 24.885470 23.017610
55.159542 -1.782551 108.253441  23.537560 23.017610
55.304859 -1.294569 108.044106  23.537560 23.017610
55.190571 -2.662692 108.801888  23.537560 23.017610
55.120564 -3.821848 108.617142  23.537560 23.017610
55.827049 -4.158856 111.378601  23.537560 23.017610
71.159103 -4.977496 116.723198  23.537560 23.017610
57.911362 -2.041219 109.551872  23.537560 22.289170 23.017610
58.077007 -2.627155 111.172432  23.537560 22.289170 24.471000 23.017610
71.333061 -7.679304 116.930344  22.289170 23.017610
66.948761 -2.614929 114.235352  23.537560 24.056420 23.017610
55.196438 -4.717601 108.947197  23.537560 23.017610
65.280434 -2.047258 118.110191  24.471000 24.885470 23.017610
59.777340 -1.356823 105.477264  21.355440 21.770100 22.289170 23.017610
60.249508 -1.404544 108.276924  23.537560 23.017610
71.030945 -3.409050 125.082779  23.537560 21.355440 21.770100 22.289170 23.017610
80.405907 -5.065082 145.765182  23.537560 24.056420 24.471000 25.196320 23.017610
62.577633 -11.012421 145.815842  23.537560 21.770100 22.289170 24.056420 24.471000 23.017610
61.324806 -11.629979 141.259506  23.537560 22.289170 23.017610
60.499607 -1.556928 116.533806  23.537560 24.056420 24.471000 24.885470 23.017610
80.386177 -12.100475 165.003998  23.537560 26.544050 26.958500 24.056420 24.471000 25.196320 25.507250 25.818220 26.129230 24.885470 23.017610
80.017410 -14.148037 165.249191  23.537560 26.544050 22.289170 24.056420 24.471000 25.196320 25.507250 25.818220 26.129230 24.885470 23.017610
79.832565 -5.561755 154.767853  26.544050 26.958500 24.471000 25.196320 25.507250 25.818220 24.885470 23.017610
80.393158 -10.899740 151.262512  26.544050 24.471000 25.196320 25.507250 24.885470 23.017610
80.103546 -6.207900 156.191040  23.537560 24.056420 25.196320 25.507250 25.818220 26.129230 23.017610
81.337128 -8.844270 159.062012  23.537560 22.289170 24.056420 24.471000 26.129230 23.017610
76.615372 -4.955874 151.549942  23.537560 27.373230 28.409630 21.770100 22.289170 24.056420 24.885470 23.017610
71.751022 -4.076384 117.459373  24.056420 24.471000 24.885470 23.017610
62.517143 -8.302123 141.055786  23.537560 22.289170 24.471000 25.196320 24.885470 23.017610
60.322968 -7.322386 132.147079  23.537560 24.056420 24.471000 25.196320 24.885470 23.017610
63.384995 -10.909354 149.475220  23.537560 24.056420 24.471000 25.507250 24.885470 23.017610
65.616783 -2.533492 142.098129  24.056420 24.471000 25.196320 25.507250 25.818220 26.129230 24.885470 23.017610
72.477722 -6.647123 205.250549  23.537560 29.964620 32.245260 24.056420 25.507250 25.818220 23.017610
70.598282 -2.832453 147.449677  23.537560 21.770100 22.289170 24.056420 24.471000 25.196320 26.129230 24.885470 23.017610
75.739326 -4.942591 160.357117  24.056420 24.471000 25.196320 25.507250 25.818220 24.885470 23.017610
64.452789 -1.525850 116.826691  23.537560 22.289170 24.056420 24.885470 23.017610
60.711536 -1.414116 108.858910  23.537560 23.017610
64.292351 -1.441870 113.483307  23.537560 21.355440 21.770100 22.289170 24.056420 23.017610
74.114822 -8.448984 126.819366  23.537560 24.056420 24.471000 23.017610
72.683838 -6.822696 119.747971  24.056420 24.471000 23.017610
74.478325 -5.158786 128.163666  23.537560 24.056420 23.017610
85.143463 -18.396080 183.363190  23.537560 26.544050 26.958500 24.471000 25.507250 25.818220 26.129230 24.885470 23.017610
86.251663 -16.970875 164.992981  23.537560 24.056420 24.471000 25.196320 24.885470 23.017610
59.291260 -1.360543 108.236244  23.537560 23.017610
56.118622 -1.719362 112.730759  23.537560 24.056420 23.017610
55.780506 -2.201190 111.317505  23.537560 23.017610
58.716496 -7.050293 125.212280  23.537560 24.056420 24.471000 23.017610
64.250259 -8.297476 149.181412  23.537560 22.289170 24.056420 24.471000 24.885470 23.017610
55.945206 -4.178648 111.204849  23.537560 23.017610
55.852295 -4.219143 111.595459  23.537560 21.770100 22.289170 24.056420 23.017610
57.095421 -5.906518 117.258987  23.537560 23.017610
57.872478 -7.596810 122.576653  22.289170 23.017610
56.833050 -5.810976 115.474693  23.537560 22.289170 23.017610
56.000832 -2.948444 113.257683  23.537560 24.056420 24.471000 23.017610
55.846439 -2.755373 111.552345  23.537560 22.289170 24.056420 23.017610
56.044907 -4.251051 113.254333  23.537560 24.056420 24.471000 23.017610
56.856548 -2.835057 115.923553  23.537560 24.056420 24.471000 24.885470 23.017610
57.023140 -4.328760 117.686371  23.537560 22.289170 24.056420 24.471000 24.885470 23.017610
55.288769 -1.287192 108.052254  23.537560 23.017610
54.452988 -2.111064 104.839798  22.289170 23.017610
54.831547 -4.215541 107.516357  23.537560 22.289170 23.017610
55.303505 -4.663927 109.615143  23.537560 23.017610
54.926727 -4.389030 107.853592  23.537560 23.017610
55.175102 -2.678438 108.804161  23.537560 21.770100 22.289170 23.017610
55.189198 -3.433917 108.773567  23.537560 23.017610
55.105045 -3.825340 108.702339  23.537560 23.017610
79.361572 -5.274570 146.202881  24.471000 24.885470 23.017610
